date,MC 06,MC 09,MC 16,MC 22,MC 26,BC 28
2014-12-01,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-02,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-03,0.0,0.0,0.0,0.0,1.0,0.0
2014-12-04,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-05,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-06,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-07,0.0,0.0,0.0,0.0,1.0,0.0
2014-12-08,0.0,0.0,0.0,0.0,1.0,0.0
2014-12-09,0.0,0.0,0.0,0.0,1.0,0.0
2014-12-10,0.0,0.0,0.0,0.0,1.0,0.0
2014-12-11,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-12,0.0,0.0,0.0,0.0,1.0,0.0
2014-12-13,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-14,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-15,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-16,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-17,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-18,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-19,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-20,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-21,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-22,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-23,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-24,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-25,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-26,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-27,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-28,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-29,0.0,0.0,0.0,0.0,1.0,1.0
2014-12-30,0.0,0.0,0.0,0.0,0.0,1.0
2014-12-31,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-02,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-03,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-04,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-05,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-06,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-07,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-08,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-09,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-10,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-11,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-12,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-13,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-14,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-15,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-16,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-17,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-18,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-19,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-20,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-21,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-22,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-23,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-24,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-25,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-26,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-27,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-28,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-29,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-30,0.0,0.0,0.0,0.0,1.0,1.0
2015-01-31,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-01,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-02,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-03,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-04,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-05,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-06,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-07,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-08,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-09,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-10,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-11,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-12,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-13,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-14,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-15,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-16,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-17,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-18,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-19,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-20,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-21,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-22,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-23,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-24,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-25,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-26,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-27,0.0,0.0,0.0,0.0,1.0,1.0
2015-02-28,0.0,0.0,0.0,0.0,1.0,1.0
2015-03-01,0.0,0.0,0.0,0.0,1.0,1.0
2015-12-01,0.0,0.0,0.0,0.0,1.0,0.0
